Object Id,XMin,XMax,YMin,YMax,171Yb_Renin Cell Intensity,175Lu_Aqu1 Cell Intensity,176Yb_H3 Cell Intensity,191Ir_DNA1 Cell Intensity,193Ir_DNA2 Cell Intensity,141Pr_aSMA Cell Intensity,143Nd_Vimentin Cell Intensity,145Nd_Aqu2 Cell Intensity,146Nd_Nestin Cell Intensity,147Sm_B-Cat Cell Intensity,148Nd_Calbindin Cell Intensity,150Nd_CD86 Cell Intensity,151Eu_CD31 Cell Intensity,152Sm_CD66b Cell Intensity,153Eu_Uromodulin Cell Intensity,156Gd_CD4 Cell Intensity,159Tb_CD68 Cell Intensity,161Dy_CD20 Cell Intensity,162Dy_CD8a Cell Intensity,164Dy_Cytokeratin7 Cell Intensity,165Ho_Megalin Cell Intensity,166Er_Col-IV Cell Intensity,169Tm_WT1 Cell Intensity,170Er_CD3 Cell Intensity,89Y_CD45 Cell Intensity,Cell Area (µm²),Cytoplasm Area (µm²),Membrane Area (µm²),Nucleus Area (µm²),Nucleus Perimeter (µm),Nucleus Roundness
98,1309,1343,882,904,5.088288,16778.523,2738.0522,1579.4235,1907.6901,269.65405,0,181.65765,113.13513,1.881081,0,2282.901,0.794595,0,212.17117,0,0,241.2955,472.3243,160.25226,8003.5767,489.9027,599.63965,0,0,555,397,0,158,54,0.75551
99,801,822,875,896,1.930233,4993.0176,773.9797,1802.311,1808.9564,1124.9622,0,351.69766,380.9564,3.793605,3553.0552,3111.6423,0.726744,0,400.65698,0,0,339.60175,158.77325,326.5814,1903.8605,1122.0116,878.1395,0,0,344,304,0,40,25,0.832474
100,902,925,883,902,3.202572,4364.148,2452.6946,2809.1768,3459.4116,1359.6624,0.090032,243.13506,149.23473,4.196141,0,2177.4758,0.643087,210.72348,388.11896,0,0,164.91318,0,75.25723,1125.9036,2399.9968,823.1511,11.713826,0,311,268,0,43,25,0.792648
101,938,957,878,908,2.890547,8365.712,2900.7488,2203.4526,2578.9453,2097.174,3.455224,250.79602,101.86816,2.597015,0,2064.9502,0.621891,163.02238,326.27612,0,0,170.10945,0,69.86567,3394.164,1971.5398,2776.5173,0,0,402,324,0,78,36,0.823538
102,1261,1284,877,903,0,14.703704,1424.3629,741.06665,1058.4037,128.72778,0.464815,877.51483,394.36298,3.383333,6054.9443,2629.4907,0.296296,0,116.60371,0,0,63.31852,0,156.03334,710.80743,232.51482,47.407406,0,0,540,436,0,104,43,0.715318
103,1008,1032,878,897,3.874635,3839.2856,3829.8513,4032.5771,4651.248,669.93585,14.32653,793.6385,262.67056,2.282799,2017.3295,2229.0815,0.816327,0,110.9242,0,0,290.74927,0,122.82507,616.3382,2785.2886,1265.8192,0,0,343,281,0,62,32,0.716316
104,1200,1232,885,914,2.994845,891.6984,3139.5723,2548.6882,2926.3828,1410.509,1576.4884,344.2951,351.82346,4.036082,0.390464,1182.3325,0.68299,0,220.875,0,84.45232,128.51418,0,337.80414,75.706184,2450.4446,1789.3608,0,0,776,627,0,149,56,0.793728
105,1408,1440,881,908,2.653641,753.2753,2732.4138,1082.2433,1292.5276,2649.6997,801.21136,7270.6875,431.5968,1.390764,1346.6465,1707.247,0.623446,349.2096,325.05682,0,0,151.82948,0,831.4458,696.73535,2326.1404,400.1421,0,0,563,470,0,93,40,0.809808
106,818,838,880,899,4.864469,19689.809,3106.8828,1852.9304,2429.6558,77.849815,0,203.11722,170.01465,243.87912,0,2080.476,2.421245,0,417.38828,0,0,187.86813,240.05495,188.61172,6261.3076,131.46887,2419.3406,0,0,273,203,0,70,32,0.842467
107,1048,1073,881,904,4.97235,7218.1753,533.1728,2160.659,2478.9885,2691.4033,0,162.6129,69.19816,3.006912,0,2919.378,0.506912,151.0023,375.85944,48.79493,0,157.56682,0,97.07143,5165.159,1331.311,3095.5945,0,0,434,374,0,60,31,0.868937
108,1136,1157,882,907,2.782123,135.61172,2684.12,3877.12,4082.447,3082.1313,403.92178,154.89107,236.40503,185.2458,0,1342.4302,0.782123,549.17596,140.55028,2438.9163,366.1173,47.75419,0,143.8296,196.31844,9486.55,143.01675,6630.8154,205.94414,358,324,0,34,22,0.80819
109,1365,1392,890,904,6.148148,54.666668,7030.1294,5756.0415,6133,569.8843,0,1306.9305,379.19446,2.416667,3575.2407,2831.7593,0.833333,0,939.7361,0,0,0,0,4897.778,2365.2175,33.77778,687.4074,0,0,216,165,0,51,28,0.817955
110,853,883,884,907,3.097015,11820.287,2172.123,1399.8545,1636.5615,185.86194,0,253.93097,66.214554,1.947761,0,2730.625,0.690298,122.26679,182.77425,0,0,462.48694,0,113.531715,10013.701,1168.834,1314.3881,0,0,536,445,0,91,40,0.864706
111,885,910,891,912,2.728767,15684.636,2298.1533,1452.474,1685.0876,567.71783,0,220.97534,97.2411,1.430137,0,2932.6165,1.20548,179.54794,856.05206,0,0,187.35342,0,102.59726,11659.428,614.0712,5843.8135,179.54794,0,365,313,0,52,28,0.86488
112,955,971,894,912,2.692308,737.5992,894.43726,3322.4858,3565.2793,5779.514,0,81.63563,198.95546,2.11336,4.919028,707.53033,0.850202,530.64777,50.82996,265.32388,0,0,0,94.75709,177.8421,5948.518,273.61945,0,0,247,199,0,48,27,0.842343
113,1288,1317,891,910,4.683385,18556.674,2669.4734,1469.1912,1587.4514,1193.7335,370.19437,331.85266,205.40126,3.272727,743.0533,2533.746,0.815047,205.43887,407.8934,0,0,259.03134,0,117.39185,7462.693,890.62695,818.558,0,0,319,251,0,68,35,0.766987
114,970,994,890,919,2.206831,87.18406,1523.4554,1135.9165,1340.8235,725.9165,0,2027.9032,383.3662,1.981025,3813.7722,2860.1614,0.759013,124.354836,378.8482,124.354836,0,97.32069,209.85768,159.88235,753.32825,3507.8691,141.8444,0,15.544592,527,432,0,95,40,0.818711
115,998,1028,890,920,3.364865,746.6081,3940.3828,3021.5564,3806.66,2723.5405,14.132883,1214.8446,442.741,1.175676,2130.7207,2312.4211,0.698198,0,77.545044,0,0,154.01802,2918.2544,432.25452,618.77026,2636.847,454.34235,3357.9526,36.9009,444,272,0,172,62,0.621779
116,1018,1029,897,906,0,412.57144,2722.3967,794.7143,1193.8889,1672.7142,761.79364,80.01588,173.33333,0,265.49207,0,0.31746,0,131.34921,0,0,0,1040.238,222.90475,101.68254,2924.635,113.77778,0,0,63,33,0,30,23,0.564765
117,1031,1049,889,907,3.446367,8340.332,1679.2595,4160.6714,4533.862,2544.9136,197.3045,122.10035,94.467125,2.709342,0,2796.7646,0.553633,226.76471,306.0761,0,0,177.46713,0,194.36678,4570.6157,2641.9966,1835.4048,0,85.03806,289,243,0,46,27,0.730046
118,822,852,891,915,2.671264,5681.1265,1216.3219,1677.4391,2042.6621,795.9724,65.671265,139.06207,94.14483,3.6,0,1556.7701,0.528736,0,128.13333,0,0,78.6023,0,32.282757,2016.4161,4068.7148,896.88275,150.65517,18.832184,435,290,0,145,58,0.528344
119,1361,1387,898,920,2.36019,9109.403,1583.0544,1787.5687,2131.2725,1057.6256,14.343602,465.87677,187.62323,6.184834,1725.8673,2950.628,0.49763,155.2962,357.02133,0,0,40.51185,242.66113,199.66588,4603.602,295.12796,861.4218,0,0,422,376,0,46,27,0.814235
120,805,821,897,926,3.140541,58.01081,2988.6702,4777.208,5152.311,1994.8513,18.683784,204.36487,295.14594,3.527027,1339.2189,2007.3784,0.675676,0,115.42162,0,531.36487,92.41081,177.12163,63.256756,439.28378,1505.0298,340.4108,0,0,370,218,0,152,61,0.739692
121,1168,1186,894,917,5.223776,1681.1993,2867.493,2547.5315,3191.9475,368.44754,8446.367,282.01398,572.76227,5.475524,0,2367.8147,0.804196,229.14336,46.555943,0,0,59.776222,0,65.46853,206.71329,4956.6714,7031.9404,0,0,286,252,0,34,22,0.839286
122,1285,1312,902,913,4.470852,15949.256,4450.076,2651.4216,2861.1929,77.4305,0,158.23767,48.96861,4.681614,0,3036.7488,1.636771,0,471.30045,94.96413,0,664.4215,0,167.92825,4058.2734,415.3677,2245.453,0,0,223,153,0,70,36,0.760693
123,1078,1107,895,916,3.960954,13061.991,1689.5792,1157.9674,1418.1909,54.744034,0,328.0499,82.9089,1.698482,0,2606.2363,0.780911,0,310.1063,142.15836,0,290.49673,0,111.694145,13365.874,193.73753,2239.0283,7.902386,0,461,361,0,100,38,0.832849
124,990,1011,898,923,2.455621,161.40237,4049.3816,2742.6716,3358.364,656.31067,0,1610.7396,282.71005,3.088758,3159.3462,2843.7278,11.322485,0,88.63905,0,0,244.47041,0,415.47632,437.5503,7106.1123,112.09467,0,0,338,256,0,82,36,0.875451
125,1052,1077,903,919,2.943262,8957.976,3748.7554,3857.9504,4206.553,1121.0709,0,303.89008,87.12766,1.851064,0,2866.188,4.382979,0,724.5106,0,0,535.51416,0,66.39716,7749.9927,1992.9362,6387.291,464.78723,0,282,235,0,47,28,0.78853
126,1232,1261,899,932,3.008237,15573.398,3951.4744,1365.8846,1608.1516,1678.5173,771.43,506.59473,170.92093,3.009885,161.55354,2195.2966,0.724876,107.9654,1070.893,0,0,192.45964,107.9654,794.30804,7439.819,3508.2603,1737.5947,56.983524,0,607,456,0,151,52,0.752778
127,1262,1276,901,924,1.513636,15634.423,3169.432,1971.35,2379.5637,887.58636,157.98181,206.22273,111.681816,0,0,2085.2046,0.868182,0,61.386364,0,0,77.70909,0,63.831818,7120.827,715.55457,1186.909,0,74.472725,220,162,0,58,31,0.875395
128,1186,1204,897,918,4.2293,4587.121,4712.038,5952.9204,6097.3374,1577.8981,5005.7007,658.2197,704.2962,211.20383,0,2226.242,0.828025,208.71019,199.31847,0,0,108.891716,0,119.26115,218.0223,7401.1147,5276.529,0,0,314,273,0,41,25,0.75074
129,1255,1260,901,919,5.030303,30624.242,435.0101,699.1515,752.1515,232.56566,0,356.43436,275.77777,0,0,1985.909,1.111111,0,505.37375,0,0,0,0,236.41414,19934.799,1540.4242,1106.7474,0,0,99,61,0,38,22,0.772022
130,820,828,908,925,6.201492,1114.306,5902.2017,8553.09,8872.567,4454.2163,0,75.23881,183.36568,1.947761,0,1304.1791,0.522388,0,217.91791,0,0,0,0,69.86567,456.21643,1763.5,534.92535,0,0,134,72,0,62,32,0.722637
131,850,871,905,929,3.955357,6612.625,5992.798,3347.4702,3573.4375,19.767857,0,105.020836,65.002975,0.776786,0,2015.4613,0.684524,390.0893,286.76785,195.04465,0,254.40475,77.22321,97.520836,4404.673,3515.985,1249.5238,10.842262,0,336,263,0,73,35,0.796037
132,1024,1046,908,925,8.3,11195.48,1904.19,1284.87,1538.58,2902.475,0,352.87,191.11,328.98,0,2621.4,1.1,0,1022.51,0,0,85.48,0,280.86,9483.17,1743.115,10081.28,537.05,0,200,141,0,59,37,0.739884
133,1120,1141,902,931,1.180095,3570.628,1089.673,2640.865,2829.9456,722.87915,625.6232,238.91232,142.32701,1.85545,0,1501.1967,1.116114,0,111.33886,0,0,0,155.2962,99.83176,965.9621,5333.898,1327.3152,8.632702,19.412323,422,367,0,55,29,0.731237
134,1426,1448,902,920,4.225454,710.0982,7003.4253,2225.04,2479.6836,4239.531,725.85815,4344.4946,645.3236,5.694545,3429.3928,3018.5818,1.163636,476.6182,514.6764,0,0,62.167274,0,9549.356,707.5091,7245.7417,178.73454,0,0,275,208,0,67,34,0.817275
135,827,848,911,930,5.478548,24873.637,3974.693,2567.4456,2673.1023,61.366337,0,166.36964,27.029703,2.584158,0,1802.3927,1.089109,216.28712,127.75908,286.17822,0,329.13202,0,139.0396,12797.584,200.54126,2017.5841,12.023103,0,303,228,0,75,36,0.809435
136,866,885,908,929,3.088372,6641.656,8344.847,5471.172,5715.4326,1388.0884,0,281.35815,88.88372,2.427907,0,3048.1396,0.697674,0,392.85117,0,0,0,0,130.63255,5552.0557,2987.2466,2152.7815,160.87907,0,215,141,0,74,35,0.82485
137,1078,1105,915,932,0.462396,2160.507,1593.8273,1854.1282,2290.4875,2035.0139,0,56.16713,83.65738,0.727019,0,1399.5404,0.779944,182.54875,71.53482,0,182.54875,142.86351,365.0975,13.038998,449.1727,1280.1254,995.4763,0,0,359,282,0,77,37,0.725473
138,1265,1287,906,928,1.047319,9088.659,2731.1956,1840.817,2177.5457,2103.6025,32.49527,159.02208,68.8959,1.646688,0,1516.0568,0.694006,0,267.04416,0,0,368.52682,0,73.83281,4162.309,449.0347,642.8265,0,0,317,230,0,87,39,0.826854
139,1289,1314,914,931,2.878613,18245.662,3479.5925,1939.7456,2247.5173,236.737,13.560694,262.24857,118.36416,0.754335,0,2777.9768,0.549133,0,317.78613,0,0,288.22833,106.55492,54.11561,9728.341,246.78035,1000.32367,0,0,346,245,0,101,40,0.802295
140,1033,1054,909,924,8.935484,16587.414,5232.602,688.77954,1047.699,116.6129,0,596.2473,102.741936,5.612903,0,3405.941,1.075269,0,627.97314,352.3387,0,796.5914,704.6774,729.8333,27239.215,56.79032,4954.839,205.54839,0,186,136,0,50,28,0.76316
141,1134,1152,908,933,4.47138,140.29967,989.7542,3778.411,4065.8047,2088.6365,219.12794,237.6229,275.7643,1.757576,0,1176.835,0.26936,0,28.501684,0,0,0,0,141.84848,155.29967,9154.128,0,0,0,297,254,0,43,27,0.697601
142,1163,1183,909,933,1.844444,3589.611,2482.6406,4517.6147,4821.352,232.83333,6004.374,373.4074,728.0519,5.8,0,1779.963,0.555556,0,95.111115,0,0,126.63704,0,86.68519,224.38889,7126.215,5696.437,0,0,270,232,0,38,24,0.800721
143,1385,1415,909,940,2.915789,39.542107,3056.9492,1980.9965,2180.4526,821.08594,19.24035,318.37894,95.79474,1.831579,265.6772,1379.6842,0.54386,114.97369,343.92282,0,0,89.97895,0,65.69824,704.5281,871.2351,228.15439,0,0,570,472,0,98,45,0.701092
144,1417,1441,911,940,0.962319,145.03767,3574.3071,2424.5247,2773.803,338.82318,0,3170.739,474.81158,1.513044,6166.7827,3989.087,0.666667,0,219.1797,0,0,99.10725,0,990.4783,786.27246,6723.6523,29.68116,0,0,345,188,0,157,66,0.72596
145,1442,1456,911,930,3.53617,177.34894,3269.9106,2440.8552,2768.417,6826.502,142.3532,193.05957,162.63829,4.442553,1.289362,2045.0638,0.723404,0,36.82979,278.87234,85.029785,290.99576,0,179.27234,281.1787,3782.2595,74.0766,0,0,235,176,0,59,33,0.718818
146,867,890,913,948,2.972167,6334.7593,1328.8927,1149.8568,1368.1372,1705.1014,3.588469,110.240555,130.26442,2.075547,0,1910.8947,0.914513,130.28827,161.10338,0,0,526.8171,0,139.59244,3586.0815,3659.9084,1359.9045,0,0,503,366,0,137,55,0.716483
147,1058,1082,918,939,0.976471,10144.082,2620.2207,2330.2764,2587.8118,296.9147,19.108824,311.3559,120.44706,2.302941,0,3148.25,0.970588,0,558.3794,0,0,201.12941,710.7912,137.67647,9383.136,1235.7235,6547.5767,10.714705,0,340,282,0,58,30,0.833113
148,1153,1174,914,938,0,3823.0105,2978.8147,1387.7028,1595.3112,249.25175,4227.5874,528.7797,544.12585,3.65035,60.05944,2444.1958,0.454545,458.2867,353.19232,0,0,119.552444,0,883.83215,180.47203,1293.6783,411.74826,120.94056,0,286,239,0,47,27,0.74301
149,1182,1204,919,934,5.393502,4881.1553,277.1047,5224.848,5425.7114,402.76172,5300.9316,491.36102,551.9278,2.826715,0,2129.2961,0.758123,0,62.833935,0,0,123.43682,0,33.797832,270.25992,5372.7617,5508.134,0,0,277,240,0,37,24,0.802973
150,1458,1481,914,933,0.988095,306.88394,1784.3392,1624.9584,1776.8452,6210.991,87.747025,135.02678,170.63393,199.70535,0,975.2232,0.535714,195.04465,99.08036,0,0,245.9256,0,292.5625,206.4613,1646.0952,67.04762,0,0,336,279,0,57,32,0.691177
151,1028,1055,925,935,3.229572,11466.276,7115.2217,1127.3969,1283.8132,0,0,215.76265,127.4786,5.077821,0,2125,1.245136,0,215.3891,82.40078,0,643.0428,0,200.35408,11179.098,12.81323,2016.1245,0,0,257,213,0,44,26,0.813466
152,889,907,917,945,3.735,6433.47,1787.15,2502.5774,2837.39,1308.395,153.1725,201.64,136.5075,3.915,4.1775,1966.05,0.75,0,387.835,163.8375,0,170.96,116.055,58.5125,1470.7375,2989.2825,1981.44,163.8375,0,400,347,0,53,29,0.808746
153,997,1026,919,945,4.087121,17955.596,1746.8352,1453.8352,1612.053,25.994318,0,152.75757,87.90151,0.988636,0,2937.4905,1.270833,0,728.6875,328.45456,0,253.63448,106.02462,150.71402,14510.353,1172.6023,6227.386,765.4148,0,528,457,0,71,36,0.810307
154,1288,1299,925,930,3.860465,4531.8374,3805.7908,736.3023,799.55817,3315.6511,1366.0233,351.69766,63.488373,6.069767,109.558136,4572.2095,0.232558,0,99.53488,0,0,0,0,1306.3256,2234.8838,1838.9535,619.1628,0,0,43,24,0,19,15,0.668568
155,1409,1420,919,944,2.294931,79.1659,3304.7466,2982.6775,3149.539,765.1751,47.336407,162.6129,163.5576,2.40553,0,805.34564,0.737327,0,383.53918,0,0,78.78341,0,172.57143,1284.6729,2782.9263,495.48386,0,0,217,174,0,43,26,0.812963
156,1422,1428,928,943,0,11.294737,2983.9263,1119.9053,1523.5157,731.7263,52.021053,689.82104,316.10526,2.747368,913.85266,2299.4736,0.736842,689.8421,220.27368,0,0,689.8421,1379.6842,591.28424,1840.0526,4796.6,107.789474,0,0,95,52,0,43,26,0.804911
157,1226,1248,921,944,2.703583,13589.088,1316.1498,2406.899,2505.28,879.77527,125.15309,410.50815,115.61238,3.400651,2.472313,2134.6907,0.814332,213.46906,340.81433,0,0,111.374596,182.34854,411.68405,8496.29,2246.492,1347.544,11.866449,0,307,272,0,35,22,0.823338
158,1268,1290,927,939,2.703252,16065.09,5081.325,3648.7275,3958.069,169.19106,0,348.3618,88.78455,2.121951,0,2131.2195,1.01626,0,208.39838,86.085365,0,266.40244,0,247.36992,9400.483,32.63821,574.439,0,0,246,152,0,94,40,0.837344
159,968,997,920,947,3.740035,9147.519,3551.3933,2724.584,2998.4177,1078.1473,101.69844,148.52167,118.28943,1.809359,13.965338,3596.6638,0.816291,227.15771,866.93414,73.40382,0,177.7747,288.7019,186.59099,3792.6914,1673.9255,4033.8855,347.05026,0,577,495,0,82,38,0.739238
160,1143,1168,924,952,0.956772,222.84438,2264.0547,2393.562,2928.0635,1309.2075,979.15564,72.63689,456.3487,3.008646,0,1510.8934,0.691643,0,61.67147,0,0,98.536026,0,53.959656,177.75217,1580.1152,581.3487,0,0,347,255,0,92,42,0.750544
161,1203,1221,921,941,1.106667,3378.1133,3282.9233,3929.58,4598.1265,1105.4933,5575.217,336.06668,464.13,1.74,0,1529.15,0.7,218.45,70.07,0,0,275.43668,0,140.43,395.35666,1450.3367,737.2767,0,27.306667,300,243,0,57,30,0.808502
162,1469,1487,925,938,0,576.884,3111.7183,2225.304,2443.1714,12564.686,606.56903,501.32043,331.82874,5.767956,52.90608,2293.1216,0.773481,362.07184,297.96686,0,0,0,0,543.0994,237.65746,4319.3813,118.80663,0,0,181,150,0,31,20,0.851117
163,1291,1309,931,944,0.83,3459.075,5366.21,5564.84,6698.625,1104.71,0,176.435,109.2,1.305,0,1747.6,0.8,0,107.475,0,0,740.83,0,140.43,465.82,447.44,947.2,0,0,200,143,0,57,30,0.776271
164,1439,1456,930,948,0.737778,137.46222,3586.6355,3303.64,3817.5867,3634.72,430.49335,358.47556,303.3511,294.74667,0,2330.1333,0.844444,0,56.648888,1353.3066,0,0,0,83.21778,78.08889,1523.6311,40.96,5817.324,0,225,133,0,92,44,0.704057
165,809,836,926,942,1.756614,14867.249,3358.4312,1475.5687,1774.8783,1531.0106,0,106.68783,79.44709,4.833333,0,2485.0132,0.846561,173.37302,290.62964,173.37302,0,309.05554,173.37302,99.06879,9128.559,883.1376,2224.0847,0,0,378,328,0,50,26,0.836697
166,1370,1400,925,955,2.166667,15354.814,2329.8594,1726.5884,2138.39,112.294205,64.97971,189.95073,118.70145,1.891304,0,1709.6086,1.24058,379.91306,106.68841,0,0,49.553623,0,128.8971,5177.6855,5420.0596,734.6087,50.128986,0,690,589,0,101,40,0.820028
167,1220,1237,925,951,2.128205,1851.8035,630.4872,7852.786,7902.615,1464.5427,3210.2563,517.02563,385.0299,3.346154,0,1587.0299,0.940171,0,91.45727,0,0,73.05983,0,60.01282,147.04701,12620.88,1312.8206,0,0,234,194,0,40,24,0.797885
168,1176,1195,932,957,1.908046,1230.3593,2860.2126,3927.135,4212.816,103.05173,6368.1636,463.54022,557.02014,3,0,1632.0977,0.632184,0,38.53448,0,0,49.12644,0,67.255745,56.801723,2121.1465,1250.5747,0,0,348,291,0,57,30,0.724372
169,1458,1468,933,947,2.477612,0,3258.515,2719.9924,3193.7163,2498.0374,0,188.09702,183.37314,1.947761,0,1793.2462,0.447761,0,62.46269,0,0,127.58209,0,69.86567,4.097015,487.8955,15.283582,0,0,134,89,0,45,27,0.603803
170,1029,1049,935,956,4.853896,6445.6787,7253.7144,4865.0454,5668.9644,204.13637,0.090909,294.60388,124.097404,4.237013,0,2907.9382,0.876623,425.55194,326.42532,0,0,55.506493,0,45.594154,4997.0747,4521.555,2407.065,0,0,308,157,0,151,56,0.767453
171,1066,1083,932,947,0,76.526596,326.64362,3763.9521,3926.3882,1314.1063,17,80.44149,130.69148,2.776596,0,1394.3617,0.37234,0,1.515957,0,0,348.59042,0,74.69681,126.56383,3234.1118,141.61702,0,0,188,150,0,38,23,0.790939
172,1077,1100,932,965,2.02439,15702.277,1199.8964,587.0396,738.35974,691.15247,169.35976,215.16463,66.585365,204.57622,0,2331.0212,0.548781,0,360.1677,199.80183,0,0,0,142.71341,11084.354,679.01526,3574.634,22.213415,0,328,230,0,98,54,0.571979
173,1091,1109,932,954,2.062112,12297.441,1329.2609,1105.6366,1219.9224,122.35714,0,250.48447,84.78571,2.431677,0,1356.8323,1.024845,203.52484,315.18323,203.52484,0,212.37267,318.02173,101.76087,12687.805,1140.3914,8525.892,118.73292,0,322,266,0,56,30,0.819106
174,1193,1208,934,961,2.546012,5611.2915,6964.6133,6867.555,7778.7637,1616.3037,6754.5,463.8957,485.7454,3.202454,0,2278.313,0.674847,0,157.84355,0,0,253.46933,0,114.87116,370.00922,3281.0337,3298.1594,0,0,326,226,0,100,45,0.785962
175,845,871,931,950,2.56701,20312.156,4672.343,2876.0825,3186.6082,0,0,181.89175,63.32732,2.018041,0,1970.5541,0.515464,0,250.77835,0,0,44.061855,239.28867,120.64433,4171.3584,0,1055.67,0,0,388,335,0,53,29,0.854492
176,1133,1155,935,956,3.161905,112.50476,3035.092,2578.3428,3001.2476,2451.3904,787.8698,256.05078,268.6889,2.485714,0,1317.6349,0.857143,208.04762,40.761906,0,0,108.54603,0,74.30159,19.75238,2027.8127,988.23175,0,0,315,270,0,45,26,0.800012
177,905,933,932,963,1.520611,12189.239,2122.7878,1304.0168,1660.8245,363.00458,12.378626,169.31602,129.2168,4.383206,0,2301.229,0.625954,100.05344,194.4397,100.05344,130.5603,304.50992,400.21375,100.05191,3376.7434,1222.0824,2013.6061,0,12.50687,655,555,0,100,40,0.785927
178,1265,1300,940,957,2.483791,16774.04,1662.2169,1454.2743,1785.813,682.404,317.9551,113.13965,102.1197,4.55611,0,2124.5762,0.548628,0,159.87033,0,0,213.16708,231.53117,151.75311,5843.032,339.81546,898.8728,0,0,401,250,0,151,77,0.564752
179,1427,1448,938,961,1.044025,108.74843,2783.846,3707.151,3932.868,1535.7013,45.050316,190.22641,197.46227,4.924528,0,1030.4246,0.628931,206.0849,40.6761,0,0,53.761005,0,132.48112,88.62893,917.5723,6.440251,520.94025,0,318,246,0,72,34,0.845304
180,1468,1487,939,951,1.775401,18.35829,4749.984,9562.556,10322.497,2071.754,18.117647,188.70053,160.58824,2.791444,0,1168.1818,0.534759,0,23.395721,0,0,0,0,0,96.8984,263.87164,87.614975,0,0,187,120,0,67,35,0.698979
181,981,1009,938,960,3.664216,4052.2966,1474.0098,1847.1372,2085.255,1811.2279,0,172.9755,173.9804,0.639706,0,2141.6667,1.102941,0,1027.4215,212.52942,963.75,209.50981,160.625,263.8799,1698.5735,4314.777,6819.1226,102.6348,0,408,354,0,54,30,0.794736
182,808,835,944,968,3.994653,15326.6875,3081.9038,1486.4064,1867.4465,356.33957,10.171123,175.22192,87.59358,1.395722,0,3329.318,0.855615,0,615.4626,350.45456,0,312.36096,324.9091,137.67647,10727.802,518.6952,2891.2942,175.22728,240.94118,374,235,0,139,59,0.771952
183,1013,1032,936,959,2.128205,7655.785,4856.2114,3317.045,3512.2595,1122.5641,50.714745,468.55447,122.5,2.509615,0,2450.5608,0.705128,210.04808,442.96475,0,0,164.38461,0,150.03206,5874.115,5700.7114,4988.7114,210.04808,0,312,236,0,76,38,0.798108
184,1044,1065,936,958,1.575949,840.9557,1129.3038,1875.7216,2374.9082,1367.5284,132.1329,95.71519,138.23734,208.2152,0,1244.3354,0.759494,0,53.879745,0,0,0,0,162.9462,339.41772,8340.551,1130.9368,0,0,316,250,0,66,33,0.722425
185,1208,1227,943,962,1.110368,3925.5183,1671.9833,1653.6522,1920.4783,191.04013,13933.415,708.1037,949.64215,221.79933,0,2410.9866,1.070234,0,249.08362,0,0,228.70903,0,156.55519,406.4816,1387.8562,3640.5051,0,0,299,252,0,47,27,0.7877
