,umap_1,umap_2
465,10.607544,7.737678
466,2.52211,0.91587955
467,4.158462,4.713034
468,6.948396,6.498868
469,8.597778,4.339189
470,5.330559,5.9120264
471,6.950383,6.993637
472,8.252209,4.8021064
473,10.364075,7.5830293
474,10.44083,7.568951
475,7.3681664,4.699614
476,3.0195765,4.390703
477,5.192064,5.686476
478,4.00662,3.8224368
479,4.0878634,4.654085
480,11.756715,6.4501224
481,5.603406,6.1029396
482,1.5789646,1.9297628
483,8.285411,6.4901323
484,7.0203443,7.1874437
485,-0.48171827,3.5420315
486,9.84976,6.9085693
487,-1.3631511,4.6099777
488,9.616643,7.866365
489,10.183074,6.8345675
490,-0.6289793,3.9307365
491,2.257431,2.6204684
492,-0.30750594,3.0882964
493,0.03826659,2.5768461
494,4.2080355,4.9559283
495,-2.775108,1.7773049
496,-2.4273317,2.0993052
497,6.3783255,6.289133
498,-0.87310916,2.448158
499,5.2364497,5.789235
500,3.088674,4.3439074
501,0.12610093,2.499518
502,3.8916695,4.5783286
503,11.55331,6.0258155
504,6.8804955,6.2858834
505,5.390236,5.465717
506,11.106091,7.759028
507,8.692009,6.1781087
508,8.882756,6.8604593
509,11.555909,6.8373857
510,8.698602,6.4505715
511,8.483133,7.3631163
512,5.5081673,5.2566795
513,6.834985,6.778042
514,-0.13796078,2.673106
515,7.497138,5.865849
516,2.6118722,2.5185258
517,7.5796824,6.270061
518,-0.5502232,3.6758053
519,9.856455,7.111248
520,-0.26327896,2.8913298
521,0.0480748,2.4842596
522,7.640247,5.7119083
523,5.635278,6.0781903
524,8.103393,6.285981
525,8.794507,7.4082665
526,6.617816,6.740323
527,10.134306,6.6640515
528,3.0468616,4.4055433
529,9.85842,7.930656
530,6.6981144,6.6867056
531,7.4920173,6.287621
532,5.7488146,6.1345587
533,-0.14318597,3.1569402
534,9.802976,7.938707
535,3.8596394,3.9606504
536,8.132843,7.0237374
537,2.8298588,1.8684778
538,8.475309,7.4065776
539,3.8687525,4.3149457
540,3.0206172,4.35727
541,3.6857138,4.793428
542,-2.4747348,6.1388063
543,5.407959,5.971754
544,5.2083063,5.7786145
545,-1.2115936,5.767427
546,8.524249,7.3582044
547,8.562215,6.475059
548,8.485367,7.3257804
549,-0.02120366,3.1345725
550,6.5760818,6.6909523
551,6.1119976,6.0630856
552,5.8484364,6.1201444
553,-3.0850115,5.727098
554,6.830664,6.1396985
555,-3.3619635,1.4541754
556,-0.53363305,3.7744014
557,11.672813,6.154801
558,7.599978,6.308906
559,8.559702,4.72347
560,3.8947723,4.817034
561,5.952868,5.0448356
562,7.63036,6.1698723
563,8.889791,6.2024455
564,-3.5715988,6.032698
565,-1.3485032,4.6511636
566,1.6239613,1.4414771
567,8.6666355,4.7348943
568,8.76385,7.3522635
569,8.5873785,6.505898
570,7.4312844,6.2394466
571,3.6845849,3.132262
572,5.4806404,6.0071287
573,-1.3123711,5.574838
574,10.098986,6.501065
575,9.889149,6.6877904
576,-3.1828625,6.5118694
577,8.232491,6.772814
578,6.682969,6.6849327
579,-3.6156216,6.094895
580,-3.072712,5.7309065
581,11.924263,6.873691
582,-4.1479545,6.8359985
583,5.1017146,5.210712
584,2.861293,0.1540535
585,5.35155,5.8341923
586,8.623488,6.8584156
587,5.77437,5.2389984
588,8.103305,6.0499406
589,6.0256834,6.113121
590,-3.9477665,6.6598215
591,-3.493033,6.0126185
592,-3.9754424,6.5408716
593,7.019364,6.6155367
594,8.989021,4.4041166
595,-3.7292764,6.2888794
596,-2.7751818,5.7632847
597,-3.393643,5.93753
598,0.8091322,1.8477831
599,5.256095,5.7746253
600,11.993169,6.4871216
601,4.1541505,3.503218
602,3.5936127,4.031565
603,5.8363137,5.319839
604,9.919553,6.0920753
605,-2.294782,2.0773163
606,-1.3721734,9.60046
607,-1.3654443,9.597191
608,3.5337706,4.689982
609,-3.3884242,5.913987
610,-1.2529205,9.409885
611,1.7486438,1.3314282
612,3.2794447,4.239182
613,2.597508,1.6890824
614,3.8274877,3.2630985
615,-0.30552164,7.1982617
616,8.279427,6.458263
617,7.5697474,6.26031
618,10.413247,7.119751
619,10.058594,6.641753
620,-0.95169276,6.802419
621,-0.21202268,5.2995205
622,3.1734111,4.4730597
623,-3.3021991,5.965755
624,10.06822,6.2176723
625,0.52871066,1.3608663
626,-2.9141796,5.7458344
627,6.8152156,6.8730297
628,-3.4900339,6.025644
629,-0.24724051,3.0680225
630,1.8630605,3.1522634
631,11.851434,7.350574
632,3.6381109,2.9929283
633,-2.2144608,1.9537547
634,5.608893,4.762624
635,9.196807,6.5673356
636,-2.3190267,6.8501296
637,-0.32994813,3.2655985
638,6.705567,6.9960814
639,6.1776524,5.340549
640,3.7423446,3.4095821
641,11.995654,7.037061
642,-0.056303646,2.7919886
643,-0.5628589,5.4209285
644,6.200727,5.815977
645,-3.0073977,5.973744
646,-1.3975269,4.6523986
647,2.7941236,3.3999
648,3.9727209,4.577688
649,5.4387374,5.992155
650,-1.6155941,5.8110967
651,10.151632,6.8967524
652,-1.325453,9.536326
653,10.448328,7.903304
654,0.124058284,2.8005838
655,-1.0508735,8.447064
656,-0.27441853,3.286778
657,8.437193,7.3501754
658,-1.1221436,6.6102185
659,11.425662,6.0041456
660,5.5840197,6.0412946
661,4.259032,4.941997
662,0.41017485,1.7598813
663,1.2765571,5.335457
664,2.3912392,0.5615192
665,9.491362,7.9576974
666,-1.4344287,4.790316
667,8.594142,7.220777
668,3.007898,4.3578835
669,-0.80076015,8.158161
670,-1.4279183,8.648577
671,9.228046,6.538214
672,6.7128887,6.9175534
673,7.660582,7.3509035
674,2.5783098,3.1751158
675,6.4018717,5.640054
676,-0.5977477,7.4150376
677,1.9215351,2.4817991
678,8.967632,6.905593
679,9.79318,7.4558325
680,3.8344092,3.2174122
681,8.601434,7.6940837
682,10.306252,6.2268395
683,6.4935093,6.6875424
684,3.5680215,4.4019613
685,8.959564,6.908979
686,5.919937,6.282496
687,-0.27187932,3.23939
688,8.709695,6.4819665
689,5.8969345,5.106778
690,4.263357,5.0020037
691,-0.40902045,7.0143986
692,-0.4318118,7.262255
693,-0.083830565,2.7901664
694,10.102186,6.7331033
695,6.815365,4.7320538
696,4.196153,3.9860055
697,-1.0539424,8.947802
698,-0.4968432,5.644483
699,0.3019847,2.31112
700,6.819657,6.7509403
701,-0.82019883,7.2796187
702,4.3079944,5.030192
703,7.204003,6.6600027
704,-0.70239544,5.546002
705,8.624559,7.674637
706,0.14276855,2.5302172
707,6.9766736,7.111921
708,-0.4495767,7.3619
709,-0.23727196,6.9150743
710,2.338891,0.91553974
711,-0.10442513,3.0937264
712,4.0718675,4.7247386
713,6.266215,6.4334188
714,6.8008256,6.9995823
715,8.804758,7.0972686
716,9.778261,6.320091
717,6.201749,6.372129
718,-0.20116615,6.819664
719,5.7632008,5.977314
720,-0.6144105,7.466166
721,8.516894,7.3102407
722,3.8170679,4.5875974
723,8.998035,6.8285303
724,-0.74030757,5.9125886
725,4.0904374,3.7947166
726,-2.740991,1.9491543
727,7.440968,6.5487447
728,7.011977,6.763373
729,4.491164,4.899433
730,8.381741,7.432803
731,10.191961,6.846885
732,8.209425,7.3874288
733,-0.577686,5.3347983
734,4.0702186,4.8131104
735,9.179224,6.066287
736,7.157608,4.4951725
737,6.631447,6.7981915
738,-0.35332265,7.2709804
739,-0.39548847,5.3254423
740,2.5197644,2.4248466
741,-1.069454,5.7838926
742,-1.3123163,9.505998
743,-0.983014,8.832599
744,6.7012753,5.572449
745,4.3493214,1.168757
746,8.411715,5.1986
747,9.67741,5.8538604
748,5.5605164,5.04644
749,6.0923967,4.4255834
750,7.4093347,4.7527814
751,6.4451647,5.7050385
752,8.712782,7.3543797
753,-0.0023563185,2.6071832
754,9.593073,5.3972154
755,6.839237,6.934072
756,6.5127234,6.720756
757,8.369018,7.370099
758,-0.59402955,7.4861646
759,-0.2309649,6.9402423
760,-0.49948785,3.756863
761,1.368589,1.2097396
762,2.4411042,0.49499595
763,3.0769525,4.36987
764,6.7542214,6.8284116
765,-0.28411174,4.7886543
766,1.1581887,0.44492579
767,4.493816,3.457484
768,6.7657995,6.740941
769,1.7026854,1.3569919
770,-0.47460783,4.125178
771,11.420954,6.1331596
772,-0.2485628,3.135272
773,3.6974914,4.5139422
774,-0.34559864,3.3631437
775,-0.41650888,3.4643726
776,2.934093,1.9225605
777,-1.3404089,4.736402
778,1.150736,5.455151
779,6.3484354,6.240773
780,-0.6881855,7.6676373
781,-1.233571,7.5207477
782,6.8818607,6.673298
783,-0.8788885,7.4851956
784,5.890566,6.184787
785,-0.16612552,5.1227937
786,9.8375,5.2599216
787,4.223787,4.8536596
788,-0.5110213,7.086071
789,-0.3991735,5.7864456
790,5.7454123,5.3107543
791,-1.4787852,4.819057
792,0.03935995,2.4835463
793,-0.16177544,5.2248387
794,4.0551744,3.6968563
795,-1.0144804,8.8664465
796,5.585195,5.678396
797,3.8283865,4.6186604
798,8.116701,6.4377975
799,-0.74022096,5.723028
800,-0.19472684,5.2177715
801,12.136971,6.403696
802,1.5674789,-1.0444596
803,1.6825106,-0.99896646
804,7.51631,6.4208426
805,-1.551504,5.478335
806,-3.677082,6.057089
807,9.252758,7.506308
808,-2.318265,6.076274
809,8.231772,6.7772913
810,6.9134393,6.9624915
811,1.846356,1.6327647
812,10.293324,7.095605
813,-3.3198195,5.752984
814,4.6523876,4.882787
815,-2.0504704,7.046203
816,6.1842537,5.7508116
817,-3.0473852,6.4845266
818,4.383555,0.7222791
819,6.0747,5.256629
820,0.08203419,2.4041786
821,8.594547,5.255667
822,3.9440203,4.554681
823,2.0870256,1.6359313
824,-3.8939068,6.595003
825,9.988278,6.478065
826,11.6964655,6.2627835
827,-3.586798,6.314413
828,10.48354,6.4432783
829,2.3922415,0.47682494
830,1.7421889,3.5851238
831,11.326229,6.2263503
832,8.335366,6.483304
833,11.623893,7.1230216
834,-3.7690785,6.0544777
835,2.8664715,1.9258374
836,2.220361,1.7651885
837,-2.4483473,6.7816586
838,9.592951,7.942977
839,1.4708974,1.7639229
840,8.152623,7.0908113
841,3.2822366,2.0884097
842,2.7777698,3.3505125
843,-3.2692096,5.909202
844,6.4242625,5.683543
845,10.730991,7.580613
846,9.673892,7.048989
847,9.093713,7.6137066
848,2.8203552,2.6609657
849,8.128695,7.3786755
850,11.60072,7.045571
851,6.6888857,4.322441
852,-3.6041272,1.2409432
853,8.2485075,7.097057
854,7.6012273,6.172995
855,9.121546,5.69673
856,10.676105,7.0532637
857,10.01574,7.9474077
858,8.812627,5.413323
859,9.150112,4.5240264
860,10.552544,7.266828
861,-3.4819014,6.4985147
862,-3.6381934,6.370598
863,10.179506,7.400872
864,8.108618,4.7216854
865,10.443319,6.535573
866,11.401951,6.729727
867,10.309317,7.355678
868,1.7335134,0.19388512
869,-2.9616082,1.6761745
870,12.23965,6.851989
871,-3.7454846,6.200939
872,-3.9261136,6.3094893
873,-3.3532593,1.4064375
874,6.028316,4.885632
875,1.6935694,1.9883721
876,6.541276,5.6861796
877,-3.4309754,1.3506114
878,-3.8959453,6.50456
879,11.45972,7.189823
880,-2.7357476,6.5420613
881,2.593719,2.274409
882,2.3273947,0.62116426
883,6.2930236,5.956802
884,-2.0700526,1.7149341
885,-3.294677,1.4284842
886,9.270198,6.84381
887,0.23063388,2.3245442
888,10.638413,7.36963
889,1.6335633,1.3341461
890,10.18757,5.490846
891,3.5191214,4.2088165
892,2.901055,1.5513523
893,11.793718,7.01043
894,11.29416,7.099112
895,8.810351,7.779113
896,2.4268684,1.7072122
897,12.260641,6.965845
898,9.176938,5.569291
899,2.5092602,1.773085
900,8.333068,6.410901
901,6.427548,6.6971145
902,2.7455578,1.5530833
903,8.2969,6.6128607
904,4.2340274,4.8653226
905,8.857642,7.2812667
906,12.33131,7.1174617
907,8.878892,7.85036
908,-2.6533191,1.766741
909,10.785088,6.5384254
910,2.758878,3.343511
911,10.9947815,7.184202
912,4.358178,4.293827
913,-3.2800386,1.4319109
914,7.808195,4.8171606
915,10.516103,7.224528
916,-3.1597536,1.5636928
917,-2.177615,2.2246053
918,8.247194,6.516186
919,0.09758794,2.455621
920,10.876294,7.4763894
921,11.241097,6.4949303
922,11.34241,7.7619734
923,7.2188067,7.1273365
924,7.819266,4.7132688
925,8.624984,4.6378613
926,-3.4210494,1.3392519
927,11.800647,7.012707
928,5.9168158,4.9662185
929,-3.175768,1.5553645
930,2.6235902,1.9608529
931,10.960422,7.3141894
932,12.344265,7.184003
933,9.080627,4.555912
934,10.813412,7.502613
935,8.903085,5.4316683
936,5.9196978,5.0410113
937,8.625563,6.4301705
938,10.7045765,6.2478795
939,11.63282,6.2708545
940,11.662512,6.1928496
941,7.5648346,7.0057073
942,-1.8820752,2.0119083
943,-3.4019291,1.3850713
944,-0.93233055,3.080885
945,6.436421,4.614072
946,11.841109,7.1016746
947,10.683267,7.529871
948,8.600877,5.35466
949,-3.3903353,1.4080734
950,11.810027,7.0677376
951,11.73727,6.2251196
952,10.119737,6.001639
953,8.405894,5.007919
954,5.992502,4.931268
955,9.545917,5.4287567
956,0.16517925,2.1631348
957,9.076595,5.6686797
958,9.259923,6.182865
959,11.52173,7.699297
960,7.1649113,4.803857
961,7.914319,6.817098
962,8.819798,7.559299
963,-0.22808133,3.2312794
964,11.380844,6.097883
965,1.8162893,1.6696261
966,7.9221435,6.963766
967,11.641995,6.270243
968,7.0526175,6.8904624
969,10.584994,7.353615
970,8.178346,5.407905
971,10.612242,7.380087
972,-2.3495162,1.7496201
973,11.452102,7.6850624
974,8.7891035,7.784244
975,1.3691069,0.9992958
976,10.462156,7.6807194
977,10.5613575,7.224978
978,1.6487015,1.7612767
979,10.468751,7.783146
980,9.134482,7.5406346
981,9.765307,5.5881534
982,-0.107972614,2.9742956
983,5.463674,5.3088207
984,6.976024,6.2925158
985,1.1098602,0.9522516
986,8.3324585,4.837431
987,7.383024,6.3484325
988,7.4276175,6.323685
989,6.601447,5.601351
990,10.074902,7.2855773
991,5.621778,6.104311
992,-0.017235897,2.429527
993,8.020889,5.7034764
994,8.2189,4.689761
995,7.9862866,6.6726165
996,8.259829,7.13636
997,11.901794,6.720793
998,-1.2775959,2.27315
999,7.069662,4.5681806
1000,7.94981,6.9915166
1001,-3.5851023,1.2488772
1002,11.712989,7.5377183
1003,11.672335,7.468666
1004,11.027011,6.461811
1005,-3.451928,6.2644153
1006,8.843796,6.6258497
1007,7.240948,4.5537353
1008,-0.3387223,2.4539907
1009,7.127536,7.005851
1010,8.832728,4.2957125
1011,4.2575836,4.692764
1012,-4.1526737,6.8301897
1013,5.956932,4.2614503
1014,8.43185,5.0638666
1015,6.036537,6.2524757
1016,7.6558857,6.1373744
1017,7.827101,6.3231864
1018,9.579978,5.424002
1019,9.095273,7.194411
1020,-3.9607353,6.6509304
1021,6.504761,6.7113357
1022,8.810731,5.1105294
1023,8.609467,6.5558634
1024,11.622107,6.04924
1025,1.4075936,2.0048873
1026,7.920667,4.415707
1027,4.9314747,5.01289
1028,1.7790191,1.879931
1029,5.5106564,4.939049
1030,-3.2749484,5.8148785
1031,10.153163,5.8621645
1032,-0.13218613,2.9548864
1033,3.7761676,3.1771448
1034,4.9002986,5.3584533
